id,slug,name,org,family,releaseDate,openWeights,license,reasoningConfig,reasoning,weightsDate,trainingCutoff,defaultEffortTier,maxEffortTier,effortTierOrder,aliases,contextLength,maxOutput,sourceUrl,metadataSources,status,paramsTotalB,paramsActiveB,modality,sizeClass
inkling,inkling,Inkling,Thinking Machines,Inkling,2026-07-15,true,,{},,,,,,[],[],,,https://thinkingmachines.ai/news/introducing-inkling/,[],active,,,text,unknown
jt-4-1-flash-236b-a21b,jt-4-1-flash-236b-a21b,JT-4.1 Flash 236B A21B,China Mobile,JT-4.1,2026-07-09,false,Proprietary,{},false,,,,,[],"[""JT-4.1 Flash 236B A21B"",""jt-4-1-flash-236b-a21b""]",256000,,https://artificialanalysis.ai/models/jt-4-1-flash-236b-a21b,"[""https://artificialanalysis.ai/models/jt-4-1-flash-236b-a21b"",""https://artificialanalysis.ai/models/jt-4-1-flash-236b-a21b""]",active,,,multimodal,unknown
k2-horizon-375b-a23b,k2-horizon-375b-a23b,K2 Horizon 375B A23B,MBZUAI Institute of Foundation Models,K2,2026-09-03,true,Apache-2.0,{},true,,,,,[],"[""K2-Horizon-375B-A23B"",""K2 Horizon 375B A23B"",""k2-horizon-375b-a23b""]",524288,,https://huggingface.co/IFM/K2-Horizon-375B-A23B,"[""https://huggingface.co/IFM/K2-Horizon-375B-A23B"",""https://artificialanalysis.ai/models/k2-horizon-375b-a23b""]",active,,,text,unknown
kimi-k2-7-code,kimi-k2-7-code,Kimi K2.7 Code,Moonshot AI,Kimi,2026-06-12,true,modified-mit,{},true,,,,,[],"[""Kimi-K2.7-Code"",""moonshotai/kimi-k2.7-code"",""Kimi K2.7 Code"",""kimi-k2-7-code""]",256000,,https://huggingface.co/moonshotai/Kimi-K2.7-Code,"[""https://huggingface.co/moonshotai/Kimi-K2.7-Code"",""https://artificialanalysis.ai/models/kimi-k2-7-code""]",active,,,multimodal,unknown
kimi-k2.5,kimi-k2.5,Kimi K2.5,Moonshot AI,Kimi K2,2026-02-02,true,,{},,,,,,[],[],,,https://arxiv.org/abs/2602.02276,[],active,,,text,unknown
kimi-k2,kimi-k2,Kimi K2,Moonshot AI,Kimi K2,2025-07-11,true,,{},,,,,,[],"[""Kimi K2 (Jul 2025)"",""kimi-k2-0711-preview"",""kimi-k2-instruct""]",,,https://moonshotai.github.io/Kimi-K2/,[],active,,,text,unknown
kimi-k3,kimi-k3,Kimi K3,Moonshot AI,Kimi K3,2026-07-16,true,Modified MIT,{},,,,,,[],[],,,https://huggingface.co/moonshotai/Kimi-K3,[],active,,,text,unknown
ling-3-0-flash,ling-3-0-flash,Ling 3.0 Flash,InclusionAI,Ling,2026-08-04,true,MIT,{},true,,,,,[],"[""Ling 3.0 Flash"",""ling-3-0-flash""]",262144,32768,https://huggingface.co/inclusionAI/Ling-3.0-flash,"[""https://huggingface.co/inclusionAI/Ling-3.0-flash"",""https://artificialanalysis.ai/models/ling-3-0-flash""]",active,124,5.1,text,unknown
llama-4-maverick,llama-4-maverick,Llama 4 Maverick,Meta AI,Llama 4,2025-04-05,true,Llama 4 Community License,"{""control"":""none""}",false,2025-04-05,,default,,"[""default""]","[""llama4-maverick-17b-instruct"",""meta-llama/Llama-4-Maverick-17B-128E-Instruct""]",,,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct,"[""https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct"",""https://github.com/meta-llama/llama-models"",""https://ai.meta.com/blog/llama-4-multimodal-intelligence/""]",active,,,text,unknown
mimo-v2-5-0424,mimo-v2-5-0424,MiMo-V2.5,Xiaomi,MiMo,2026-04-22,true,MIT,{},true,,,,,[],"[""MiMo-V2.5"",""xiaomi/mimo-v2.5"",""mimo-v2-5-0424""]",1000000,,https://huggingface.co/XiaomiMiMo/MiMo-V2.5,"[""https://huggingface.co/XiaomiMiMo/MiMo-V2.5"",""https://artificialanalysis.ai/models/mimo-v2-5-0424""]",active,,,multimodal,unknown
mimo-v2-5-pro,mimo-v2-5-pro,MiMo-V2.5-Pro,Xiaomi,MiMo,2026-04-22,true,MIT,{},true,,,,,[],"[""MiMo-V2.5-Pro"",""xiaomi/mimo-v2.5-pro"",""mimo-v2-5-pro""]",1000000,,https://huggingface.co/XiaomiMiMo/MiMo-V2.5-Pro,"[""https://huggingface.co/XiaomiMiMo/MiMo-V2.5-Pro"",""https://artificialanalysis.ai/models/mimo-v2-5-pro""]",active,,,text,unknown
mimo-v2-omni-0327,mimo-v2-omni-0327,MiMo-V2-Omni 0327,Xiaomi,MiMo,2026-03-27,false,Proprietary,{},true,,,,,[],[],256000,,https://mimo.xiaomi.com/mimo-v2-omni,"[""https://mimo.xiaomi.com/mimo-v2-omni"",""https://artificialanalysis.ai/models/mimo-v2-omni-0327""]",active,,,multimodal,unknown
minimax-m3,minimax-m3,MiniMax-M3,MiniMax,MiniMax-M3,2026-06-01,true,minimax-community,{},true,,,,,[],"[""MiniMax-M3"",""minimax/minimax-m3"",""minimax-m3""]",1000000,,https://huggingface.co/MiniMaxAI/MiniMax-M3,"[""https://huggingface.co/MiniMaxAI/MiniMax-M3"",""https://artificialanalysis.ai/models/minimax-m3""]",active,,,multimodal,unknown
mistral-medium-3,mistral-medium-3,Mistral Medium 3,Mistral AI,Mistral Medium,2025-05-07,false,Proprietary,{},,,,,,[],[],,,https://mistral.ai/news/mistral-medium-3,[],active,,,text,unknown
motif-3,motif-3,Motif 3,Motif Technologies,Motif,2026-08-12,true,See publisher license,{},true,,,,,[],"[""Motif 3"",""motif-3""]",262144,,https://arxiv.org/abs/2608.09119,"[""https://arxiv.org/abs/2608.09119"",""https://artificialanalysis.ai/models/motif-3""]",active,314,13.2,text,unknown
muse-glimmer,muse-glimmer,Muse Glimmer,Meta AI,Muse,2026-08-10,true,Apache-2.0,{},true,,,,,[],"[""Muse-Glimmer-30B"",""Muse Glimmer"",""muse-glimmer""]",131072,,https://huggingface.co/meta-models/Muse-Glimmer-30B,"[""https://huggingface.co/meta-models/Muse-Glimmer-30B"",""https://artificialanalysis.ai/models/muse-glimmer""]",active,,,multimodal,unknown
muse-spark-1.1,muse-spark-1.1,Muse Spark 1.1,Meta AI,Muse Spark,2026-07-09,false,Proprietary,{},,,,,,[],[],,,https://ai.meta.com/blog/introducing-muse-spark-meta-model-api/,[],active,,,text,unknown
muse-spark-1.2,muse-spark-1.2,Muse Spark 1.2,Meta AI,Muse Spark,2026-08-05,false,Proprietary,{},true,,,xhigh,xhigh,"[""low"",""medium"",""high"",""xhigh""]","[""meta/muse-spark-1.2"",""Muse Spark 1.2"",""muse-spark-1-2""]",1048576,,https://research.meta.ai/blog/introducing-muse-code-and-muse-spark-1-2,"[""https://research.meta.ai/blog/introducing-muse-code-and-muse-spark-1-2"",""https://artificialanalysis.ai/models/muse-spark-1-2""]",active,,,multimodal,unknown
muse-spark-1.3,muse-spark-1.3,Muse Spark 1.3,Meta AI,Muse Spark,2026-09-02,false,Proprietary,{},true,,,max,max,"[""low"",""medium"",""high"",""xhigh"",""max""]","[""Muse Spark 1.3"",""muse-spark-1-3""]",1000000,,https://research.meta.ai/blog/introducing-muse-spark-1-3,"[""https://research.meta.ai/blog/introducing-muse-spark-1-3"",""https://artificialanalysis.ai/models/muse-spark-1-3""]",active,,,multimodal,unknown
muse-spark,muse-spark,Muse Spark,Meta AI,Muse Spark,2026-04-08,false,Proprietary,{},,,,,,[],[],,,https://ai.meta.com/blog/introducing-muse-spark-msl/,[],active,,,text,unknown
nemotron-3-ultra,nemotron-3-ultra,Nemotron 3 Ultra 550B A55B,NVIDIA,Nemotron,2026-06-04,true,openmdw-1.1,{},true,,,,,[],"[""NVIDIA-Nemotron-3-Ultra-550B-A55B-BF16"",""nvidia/nemotron-3-ultra-550b-a55b"",""Nemotron 3 Ultra 550B A55B"",""nvidia-nemotron-3-ultra-550b-a55b""]",262144,,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B-BF16,"[""https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Ultra-550B-A55B-BF16"",""https://artificialanalysis.ai/models/nvidia-nemotron-3-ultra-550b-a55b""]",active,,,text,unknown
nex-n2-pro,nex-n2-pro,Nex-N2-Pro,Nex AGI,Nex-N2-Pro,2026-06-02,true,Apache-2.0,{},true,,,,,[],"[""Nex-N2-Pro"",""nex-agi/nex-n2-pro:free"",""nex-n2-pro""]",262000,,https://huggingface.co/nex-agi/Nex-N2-Pro,"[""https://huggingface.co/nex-agi/Nex-N2-Pro"",""https://artificialanalysis.ai/models/nex-n2-pro""]",active,,,multimodal,unknown
nova-lite,nova-lite,Amazon Nova Lite,Amazon,Nova,2024-12-03,false,Proprietary,{},,,,,,[],"[""Nova Lite""]",,,https://assets.amazon.science/96/7d/0d3e59514abf8fdcfafcdc574300/nova-tech-report-20250317-0810.pdf,[],active,,,text,unknown
nova-pro,nova-pro,Amazon Nova Pro,Amazon,Nova,2024-12-03,false,Proprietary,{},,,,,,[],"[""Nova Pro""]",,,https://assets.amazon.science/96/7d/0d3e59514abf8fdcfafcdc574300/nova-tech-report-20250317-0810.pdf,[],active,,,text,unknown
o1-pro,o1-pro,o1 Pro,OpenAI,o-series,2025-03-19,false,Proprietary,{},,,,,,[],[],,,https://openai.com/index/introducing-chatgpt-pro/,[],active,,,text,unknown
o1,o1,o1,OpenAI,o-series,2024-12-05,false,Proprietary,{},,,,,,[],"[""o1 (December 2024)""]",,,https://openai.com/index/introducing-chatgpt-pro/,[],active,,,text,unknown
o3-mini,o3-mini,o3-mini,OpenAI,o-series,2025-01-31,false,Proprietary,{},,,,,,[],[],,,https://openai.com/index/openai-o3-mini/,[],active,,,text,unknown
o3-pro,o3-pro,o3-pro,OpenAI,o-series,2025-06-10,false,Proprietary,{},,,,,,[],[],,,,[],active,,,text,unknown
o3,o3,o3,OpenAI,o-series,2025-04-16,false,Proprietary,"{""control"":""categorical"",""parameter"":""reasoning.effort""}",true,2025-04-16,,medium,high,"[""low"",""medium"",""high""]","[""o3-2025-04-16""]",,,https://openai.com/index/introducing-o3-and-o4-mini/,"[""https://developers.openai.com/api/docs/models/o3"",""https://developers.openai.com/api/docs/guides/latest-model?model=gpt-5.2"",""https://platform.openai.com/docs/api-reference/responses/create"",""https://openai.com/index/introducing-o3-and-o4-mini/""]",active,,,text,unknown
o4-mini,o4-mini,o4-mini,OpenAI,o-series,2025-04-16,false,Proprietary,"{""control"":""categorical"",""parameter"":""reasoning.effort""}",true,2025-04-16,,medium,high,"[""low"",""medium"",""high""]","[""o4-mini-2025-04-16""]",,,https://openai.com/index/introducing-o3-and-o4-mini/,"[""https://developers.openai.com/api/docs/models/o4-mini"",""https://developers.openai.com/api/docs/guides/latest-model?model=gpt-5.2"",""https://platform.openai.com/docs/api-reference/responses/create"",""https://openai.com/index/introducing-o3-and-o4-mini/""]",active,,,text,unknown
quasar-438b,quasar-438b,Quasar 438B,Multiverse Computing,Quasar,2026-08-10,false,Proprietary,{},true,,,,,[],"[""Quasar 438B"",""quasar-438b""]",1000000,,https://multiversecomputing.com/resources/introducing-quasar-438b-europe-s-leading-ai-model,"[""https://multiversecomputing.com/resources/introducing-quasar-438b-europe-s-leading-ai-model"",""https://artificialanalysis.ai/models/quasar-438b""]",active,,,text,unknown
qwen-3.8-max,qwen-3.8-max,Qwen 3.8 Max,Alibaba,Qwen 3.8,2026-07-19,false,Proprietary,{},,,,,,[],[],,,https://qwen.ai/blog?id=qwen3.8,[],active,,,text,unknown
qwen3-235b-a22b-2507,qwen3-235b-a22b-2507,Qwen3 235B A22B (July 2025),Alibaba,Qwen3,2025-07-21,true,Apache-2.0,"{""control"":""fixed_non_thinking""}",false,2025-07-21,,non-thinking,,"[""non-thinking""]","[""Qwen3-235B-A22B (Jul 2025)"",""Qwen3-235B-A22B-Instruct (Jul 2025)"",""Qwen3-235b-a22b Instruct (25/07)"",""qwen3-235b-a22b-instruct-2507"",""Qwen/Qwen3-235B-A22B-Instruct-2507""]",,,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507,"[""https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507"",""https://huggingface.co/api/models/Qwen/Qwen3-235B-A22B-Instruct-2507""]",active,,,text,unknown
qwen3-235b-a22b,qwen3-235b-a22b,Qwen3 235B A22B,Alibaba,Qwen3,2025-04-29,true,Apache-2.0,{},,,,,,[],"[""Qwen3-235B-A22B"",""qwen/qwen3-235b-a22b""]",,,https://huggingface.co/Qwen/Qwen3-235B-A22B,[],active,,,text,unknown
qwen3-coder-480b-a35b,qwen3-coder-480b-a35b,Qwen3-Coder-480B-A35B,Alibaba,Qwen3,2025-07-22,true,Apache-2.0,{},,,,,,[],"[""qwen3-coder-480b-a35b-instruct""]",,,https://qwenlm.github.io/blog/qwen3-coder/,[],active,,,text,unknown
qwen3-max,qwen3-max,Qwen3-Max,Alibaba,Qwen3,2025-09-05,false,Proprietary,{},,,,,,[],"[""qwen3-max-preview""]",,,https://qwen.ai/blog?id=87dc93fc8a590dc718c77e1f6e84c07b474f6c5a&from=home.latest-research-list,[],active,,,text,unknown
qwen3.6-27b,qwen3.6-27b,Qwen3.6 27B,Alibaba,Qwen3,2026-04-22,true,Apache-2.0,{},true,,,,,[],"[""Qwen3.6-27B"",""qwen/qwen3.6-27b"",""Qwen3.6 27B"",""qwen3-6-27b""]",262144,,https://huggingface.co/Qwen/Qwen3.6-27B,"[""https://huggingface.co/Qwen/Qwen3.6-27B"",""https://artificialanalysis.ai/models/qwen3-6-27b""]",active,,,multimodal,unknown
qwen3.7-plus,qwen3.7-plus,Qwen3.7 Plus,Alibaba,Qwen3,2026-06-01,false,Proprietary,{},true,,,,,[],"[""qwen/qwen3.7-plus"",""Qwen3.7 Plus"",""qwen3-7-plus""]",1000000,,https://www.qwencloud.com/models/qwen3.7-plus,"[""https://www.qwencloud.com/models/qwen3.7-plus"",""https://artificialanalysis.ai/models/qwen3-7-plus""]",active,,,multimodal,unknown
qwen3.8-2.4t-a95b,qwen3.8-2.4t-a95b,Qwen3.8 2.4T A95B,Alibaba,Qwen3,2026-08-12,true,qwen3.8-max,{},true,,,,,[],"[""Qwen3.8-2.4T-A95B"",""Qwen3.8 2.4T A95B"",""qwen3-8-2-4t-a95b""]",262144,,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B,"[""https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B"",""https://artificialanalysis.ai/models/qwen3-8-2-4t-a95b""]",active,2400,95,text,unknown
qwen3.8-27b,qwen3.8-27b,Qwen3.8 27B,Alibaba,Qwen3,2026-08-14,true,Apache-2.0,{},true,,,xhigh,xhigh,"[""low"",""medium"",""xhigh""]","[""Qwen3.8-27B"",""qwen/qwen3.8-27b"",""Qwen3.8 27B"",""qwen3-8-27b""]",256000,,https://huggingface.co/Qwen/Qwen3.8-27B,"[""https://huggingface.co/Qwen/Qwen3.8-27B"",""https://artificialanalysis.ai/models/qwen3-8-27b""]",active,,,multimodal,unknown
qwen3.8-flash-next,qwen3.8-flash-next,Qwen3.8-Flash-Next,Alibaba,Qwen3,2026-08-26,true,qwen-community-1.0,{},true,,,xhigh,xhigh,"[""low"",""medium"",""xhigh""]","[""Qwen3.8-Flash-Next"",""qwen3-8-flash-next""]",256000,,https://huggingface.co/Qwen/Qwen3.8-Flash-Next,"[""https://huggingface.co/Qwen/Qwen3.8-Flash-Next"",""https://artificialanalysis.ai/models/qwen3-8-flash-next""]",active,,,multimodal,unknown
solar-open2-250b,solar-open2-250b,Solar Open2 250B,Upstage,Solar,2026-08-12,true,upstage-solar-license,{},true,,,,,[],"[""Solar-Open2-250B"",""Solar Open2 250B"",""solar-open2-250b""]",1048576,,https://huggingface.co/upstage/Solar-Open2-250B,"[""https://huggingface.co/upstage/Solar-Open2-250B"",""https://artificialanalysis.ai/models/solar-open2-250b""]",active,,,text,unknown
solar-pro4,solar-pro4,Solar Pro 4,Upstage,Solar,2026-08-06,false,Proprietary,{},true,,,,,[],"[""Solar Pro 4"",""solar-pro4""]",524288,131072,https://www.upstage.ai/blog/en/solar-pro-4,"[""https://www.upstage.ai/blog/en/solar-pro-4"",""https://artificialanalysis.ai/models/solar-pro4""]",active,,,text,unknown
