id,modelId,benchmarkId,sourceId,score,scoreUnit,provenance,se,nItems,kSamples,benchmarkVersion,graderVersion,evaluationRunId,lineageId,originProvenance,hostSource,protocolId,versionInferred,metadataIncomplete,xCorrect,kTrials,perTaskCounts,uncertaintyType,uncertaintyValue,uncertaintyUnit,nRuns,runValues,costPerTask,latencyS,config,configHash,observationKey,harness,harnessClass,effortTier,toolPolicy,observedOn,url,metadata,supersededBy,createdAt
dca6eeaa-fe14-4631-b650-162d56328b7f,gemini-3.8-flash,labbench2-macro11-google-202609,vendor-model-cards,86.2,percent,self_report,,,,google-2026-09,,,google-gemini38-20260902:labbench2-macro11-google-202609:gemini-3.8-flash,self_report,vendor-model-cards,,false,true,,,,,,,,,,,"{""tools"":[""Linux terminal"",""preinstalled bioinformatics tools"",""Python"",""R""],""subtasks"":[""DbQA2"",""FigQA2-img"",""FigQA2-pdf"",""LitQA3"",""PatentQA"",""ProtocolQA2"",""SourceQuality"",""SuppQA2"",""TableQA2-img"",""TableQA2-pdf"",""TrialQA""],""statistic"":""macro_average_of_11_subtasks"",""internet_access"":true,""aci_fit_eligible"":false,""aci_exclusion_reason"":""Google self-computed macro-average across eleven named subtasks with terminal and internet. It is not one pooled binary accuracy; subtask sizes, weights beyond equal macro averaging, task outcomes, effort and uncertainty are not published.""}",0c1fb42e55d3c3175916118334362694e69d87d5cebe72d888953021ec8b3e34,186a707851e03962606a6a5062915a0acfdf1d74c8a69414aad2e844d57cc1c3,,,,terminal-bioinformatics-internet,2026-09-02,https://deepmind.google/models/model-cards/gemini-3-8-flash/,"{""uncertainty"":""No fabricated task count, correct count, repeats, standard error or confidence interval."",""exact_effort"":""not reported; default sampling is not an explicit thinking-level statement"",""retrieved_on"":""2026-09-06"",""source_notes"":""Google self-computed macro-average across eleven named subtasks with terminal and internet. It is not one pooled binary accuracy; subtask sizes, weights beyond equal macro averaging, task outcomes, effort and uncertainty are not published."",""source_capture"":""work/gemini-38-coverage/vendor/captures/google-evaluation-page4.png"",""fit_eligibility"":""display-only"",""methodology_url"":""https://deepmind.google/models/evals-methodology/gemini-3-8-flash/"",""score_certainty"":""high: visually verified primary-source table"",""methodology_capture"":""work/gemini-38-coverage/vendor/captures/google-evaluation.pdf"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://deepmind.google/models/model-cards/gemini-3-8-flash/""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-06T08:53:19.839Z
dacee14f-cccf-4b22-bf96-c7c19695ae9d,gemini-3-flash,frontiermath-v2-tier-4,epoch,0.17073171,fraction,independent,0.0594942,,,v2-tier-4,2.0.0,ZczEhu69FQ9Cnns8NT6ew4,epoch:ZczEhu69FQ9Cnns8NT6ew4,independent,epoch,epoch-frontiermath-v2,false,true,,,,se,0.05949419959829497,item,,,,,"{""dataset"":""private"",""statistic"":""mean_accuracy"",""task_version"":""2.0.0"",""epoch_model_version"":""gemini-3-flash-preview""}",9d5b21eae6cb6281b5cbe8ae97f1f92d2abac6a7005aec2e6fb90eacd1002256,3953574c52c770b68a54f6a5b4fc3cd3517c0bff0a1e32f35b54bc900f673dff,Epoch FrontierMath Python and submit_answer harness,common,,python-submit-answer,2026-06-11,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact configuration and benchmark revision"",""log_viewer"":""https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZczEhu69FQ9Cnns8NT6ew4.eval"",""started_at"":""2026-06-11T23:44:30.000Z"",""epoch_run_id"":""ZczEhu69FQ9Cnns8NT6ew4"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""source_model_name"":""Gemini 3 Flash Preview"",""reported_standard_error"":0.05949419959829497,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-04T21:50:59.953Z
21598545-7cc1-4254-b1af-5dc427736fe0,gpt-5.6-terra,gdp-pdf-google-202609,vendor-model-cards,29,percent,self_report,,,,google-2026-09,,,vendor:58aad3d61c1d5aca806a,self_report,vendor-model-cards,,false,true,,,,,,,,,,,"{""statistic"":""all_pass_rate"",""aci_fit_eligible"":false,""aci_exclusion_reason"":""Display evidence pending registration/review of this exact benchmark condition; do not alias to a different version, metric, subset, or harness.""}",c0befea2e6f7716beeb545775823e88d9652885894ef750ee23fb727359e1f17,8bb68e4dfdf4d8cc394b6c519f03140b86428e7f83f2da9dbc022e8a72e9074d,,,,,2026-09-05,https://deepmind.google/models/model-cards/gemini-3-8-flash/,"{""audit_batch"":""coverage-swarm-2026-09-05-vendors"",""audit_status"":""verified_primary_source"",""retrieved_on"":""2026-09-05"",""source_notes"":""Google says GDP.PDF results for all models are self-computed."",""source_capture"":""work/coverage-swarm/vendors/captures/gemini-3.8-flash-scorecard.png"",""uncertainty_note"":""Source rounded aggregate; no fabricated trial count, standard error, or integer correct count."",""integration_class"":""new_exact_condition"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://deepmind.google/models/model-cards/gemini-3-8-flash/""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-05T17:44:52.717Z
c9bfd973-cf9e-4ccb-95a3-60c3010ef2b0,gpt-6-astra,frontiermath-v2-tier-4,epoch,0.9512195,fraction,independent,0.034059122,,,v2-tier-4,2.0.0,f46NQY9jSxyKqo9qzrmk6F,epoch:f46NQY9jSxyKqo9qzrmk6F,independent,epoch,epoch-frontiermath-v2,false,true,,,,se,0.03405912205797303,item,,,,,"{""dataset"":""private"",""statistic"":""mean_accuracy"",""task_version"":""2.0.0"",""reasoning_effort"":""high"",""epoch_model_version"":""gpt-6-astra_high""}",5a3864b3e4f99cb12c6b2b85992f07c3b20b3bb7bfe614996a206dc60a9854ce,69591a7c44cb9c499cd91f89f89a5cddf68136f5f757b2c9f5ae55b9d761ffb3,Epoch FrontierMath Python and submit_answer harness,common,high,python-submit-answer,2026-08-30,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact configuration and benchmark revision"",""log_viewer"":null,""started_at"":""2026-08-30T02:22:12.000Z"",""epoch_run_id"":""f46NQY9jSxyKqo9qzrmk6F"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""source_model_name"":""GPT-6 Astra (high)"",""reported_standard_error"":0.03405912205797303,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing""}}",,2026-09-04T21:50:59.953Z
4fc2e0e8-a35a-402c-95ac-bd9245ba2e3e,gpt-5.6-terra,deepswe-1.1,datacurve,0.3511111,fraction,independent,0.01725492,113,,1.1,,mini_swe_agent_gpt_5_6_terra_medium,deepswe:v1.1:mini_swe_agent_gpt_5_6_terra_medium,independent,datacurve,,false,true,,,,ci95,"[0.3172914680770448,0.3849307541451774]",run,4,,0.5832494,229.60274,"{""dataset_version"":""1.1"",""reasoning_effort"":""medium"",""source_configuration"":""mini_swe_agent_gpt_5_6_terra_medium""}",f7fb6d3e46688175854b7174d0d4e6201f1df0a8aa22770cf055087cdde6c536,91a09c14cee4de441645583a314649d800a1bae4a8eb697394f3acd62fdb5c4c,mini-swe-agent,common,medium,,2026-09-03,https://deepswe.datacurve.ai/artifacts/v1.1/leaderboard-live.json,"{""ci_method"":""95% run-to-run: SE across repeated whole-benchmark passes (1.96 * std(runs)/sqrt(R))"",""pass_at_4"":0.6017699115044248,""dataset_tasks"":113,""review_reason"":""Registered DeepSWE is v1; v1.1 requires a separate benchmark condition."",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""deepswe-live-v1.1.json"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""datacurve""},""audit_admission"":""Registered as its exact separate condition on 2026-09-05."",""unit_definition"":""pass@1 is attempt pass rate over scored rollout attempts. pass@4 is tasks with at least one passing rollout divided by tasks attempted. Context-window failures and agent timeouts are scored failures; provider/verifier/network errors are excluded. Efficiency aggregates are over every scored attempt."",""reported_n_passed"":158,""audit_candidate_id"":""agentic-340cf7dbaf6a921e8651"",""model_resolution_note"":null,""reported_scored_attempts"":450,""reported_tasks_attempted"":113,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://deepswe.datacurve.ai/artifacts/v1.1/leaderboard-live.json""],""applied_fields"":[],""protocol_status"":""missing""}}",,2026-09-05T17:44:52.717Z
1dc1c646-1f0a-45c0-8fce-356c192e22c0,claude-opus-4.8,gpqa-diamond,epoch,0.85353535,fraction,independent,0.025190922,,,diamond-198,,ckbZdkrXPwbFdjn6bmUQsi,epoch:ckbZdkrXPwbFdjn6bmUQsi,independent,epoch,,false,true,,,,se,0.025190921114603887,item,,,,,"{""statistic"":""mean_accuracy"",""task_version"":""1.0.11"",""aci_fit_eligible"":false,""reasoning_effort"":""none"",""epoch_model_version"":""claude-opus-4-8_none"",""aci_exclusion_reason"":""Display-only native GPQA accuracy; benchmark remains watchlist and native task revisions/repeated sampling are not admitted as one fitted condition.""}",4b3fa971269a04a2c809ad668e26c6b3c95400b773a1b465f728339897975963,74a61d476fae3b67401cc938d391be8cf3569ce98d2842aa8094d2bf35d88c21,Epoch GPQA Diamond task 1.0.11,common,none,none,2026-08-06,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact model configuration and native task revision"",""log_viewer"":""https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FckbZdkrXPwbFdjn6bmUQsi.eval"",""started_at"":""2026-08-06T22:19:27.000Z"",""epoch_run_id"":""ckbZdkrXPwbFdjn6bmUQsi"",""source_capture"":{""file"":""captures/epoch-benchmarks.csv"",""sha256"":""9b6b2c7b4b1fb743cacf3358c782b2b5359c04821dcbd12ed7c5d159c5cd1712"",""retrieved_at"":""2026-09-05T10:58:37.121Z""},""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""metric_identity"":""raw native mean accuracy, not ECI chance-normalized performance"",""source_model_name"":""Claude Opus 4.8"",""reported_standard_error"":0.025190921114603887,""exact_native_task_version"":""1.0.11"",""native_model_release_date"":""2026-05-28"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing""},""evaluated_question_count_provided"":false}",,2026-09-05T17:44:52.717Z
8f63567e-a6aa-4f3a-87f2-51b644df31b0,qwen-3.8-max,gpqa-diamond,epoch,0.92676765,fraction,independent,0.01686498,,,diamond-198,,TEVNDC9QXBh7PQvX9kHZip,epoch:TEVNDC9QXBh7PQvX9kHZip,independent,epoch,,false,true,,,,se,0.01686498021450146,item,,,,,"{""statistic"":""mean_accuracy"",""task_version"":""1.0.11"",""aci_fit_eligible"":false,""reasoning_effort"":""xhigh"",""epoch_model_version"":""qwen3.8-max_xhigh"",""aci_exclusion_reason"":""Display-only native GPQA accuracy; benchmark remains watchlist and native task revisions/repeated sampling are not admitted as one fitted condition.""}",81e3a9d10ff545e49d7a31b878c2fcb3b2cbe95a853ae4b8eb8738066c95ba57,befffd8aee214cf4a75f3bae29f430e908af2371d635cc05d4f332bb1318d4e2,Epoch GPQA Diamond task 1.0.11,common,xhigh,none,2026-08-04,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact model configuration and native task revision"",""log_viewer"":null,""started_at"":""2026-08-04T16:28:46.000Z"",""epoch_run_id"":""TEVNDC9QXBh7PQvX9kHZip"",""source_capture"":{""file"":""captures/epoch-benchmarks.csv"",""sha256"":""9b6b2c7b4b1fb743cacf3358c782b2b5359c04821dcbd12ed7c5d159c5cd1712"",""retrieved_at"":""2026-09-05T10:58:37.121Z""},""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""metric_identity"":""raw native mean accuracy, not ECI chance-normalized performance"",""source_model_name"":""Qwen3.8 Max (xhigh)"",""reported_standard_error"":0.01686498021450146,""exact_native_task_version"":""1.0.11"",""native_model_release_date"":""2026-08-02"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing""},""evaluated_question_count_provided"":false}",,2026-09-05T17:44:52.717Z
0e090507-9ec6-4b8f-960a-6a259009cba6,grok-4.5,arc-agi-2-semi-private,arcprize,0.3306,fraction,independent,,120,,semi-private-120,ARC-AGI-2 pass@2 semi-private evaluation,,arcprize:a47a76cf922f1bad652b51d57b9d9304ea7e0e3fe5f46809cf5c07065bce70b6,independent,arcprize,arcprize-arc2-standard-2025,true,true,,,,,,,,,,,"{""model_type"":""CoT"",""data_subset"":""v2_Semi_Private"",""model_group"":""xai-grok-4-5"",""arc_model_id"":""xai-grok-4-5-low"",""provider_adapter"":false,""evaluation_profile"":""Low""}",d658ba968b997c760e67d59458a165d2b5a4517cf8f63bf22e44dbb1e36f1a8f,d2a43ac99771684d0ee0c70e853f2335bc44c22158a956f01d1b45728ffdf9e5,ARC Prize standard harness,common,Low,arc-grid-pass-at-2,2026-09-04,https://arcprize.org/leaderboard,"{""cost_usd"":null,""provider"":""xAI"",""results_url"":""https://arcprize.org/results/xai-grok-4-5"",""arc_model_id"":""xai-grok-4-5-low"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""arcprize""},""cost_per_task_usd"":0.4,""model_release_date"":""2026-07-16"",""reported_display_name"":""Grok 4.5 (Low)"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""protocol_id"":""arcprize-arc2-standard-2025"",""evidence_urls"":[""https://arcprize.org/leaderboard"",""https://arcprize.org/arc-agi/2"",""https://github.com/arcprize/arc-agi-benchmarking""],""applied_fields"":[],""cohort_rule_id"":""arc-v2-standard-harness"",""protocol_status"":""applied""}}",,2026-09-04T21:50:59.953Z
54878b29-e067-41d1-aab4-ed46ce403d8b,gemini-3.6-flash,arc-agi-2-semi-private,arcprize,0.6041667,fraction,independent,,120,,semi-private-120,ARC-AGI-2 pass@2 semi-private evaluation,,arcprize:3a839b2ef29ea886eec6a759221d2fe859ea2ecdac87d48c5f69cc2c22a5518c,independent,arcprize,arcprize-arc2-standard-2025,true,true,,,,,,,,,,,"{""model_type"":""CoT"",""data_subset"":""v2_Semi_Private"",""model_group"":""gemini-3-6-flash"",""arc_model_id"":""gemini-3-6-flash-high"",""provider_adapter"":false,""evaluation_profile"":""High""}",a8f6a6051c42dce6de5bef61a2a8d3a4a7c42d6030a8a65cc9ece747360df99f,bf5f00b550ca8306aa75f0815a2a2aaaedb058db22c8860e63435c6ecaf3fc6d,ARC Prize standard harness,common,High,arc-grid-pass-at-2,2026-09-04,https://arcprize.org/leaderboard,"{""cost_usd"":null,""provider"":""Google"",""results_url"":""https://arcprize.org/results/gemini-3-6-flash"",""arc_model_id"":""gemini-3-6-flash-high"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""arcprize""},""cost_per_task_usd"":0.6060796625000002,""model_release_date"":""2026-07-21"",""reported_display_name"":""Gemini 3.6 Flash (High)"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""protocol_id"":""arcprize-arc2-standard-2025"",""evidence_urls"":[""https://arcprize.org/leaderboard"",""https://arcprize.org/arc-agi/2"",""https://github.com/arcprize/arc-agi-benchmarking""],""applied_fields"":[],""cohort_rule_id"":""arc-v2-standard-harness"",""protocol_status"":""applied""}}",,2026-09-04T21:50:59.953Z
f080114b-afbb-4f49-86d4-3f99c16608f8,gpt-5.2,tau3-bench-banking,taubench,32.22,percent,independent,,97,,tau3,tau2-bench 1.0.1,gpt-5-2_sierra_2026-02-26,taubench:gpt-5-2_sierra_2026-02-26:banking_knowledge:grader-1.0.1,independent,taubench,,false,true,,4,,,,,4,,,,"{""domain"":""banking_knowledge"",""user_simulator"":""gpt-5.2"",""reasoning_effort"":""high"",""retrieval_config"":""alltools""}",764fe321bc03c15c0cc539ea8d8011aa87e787195644ae29063cbfc043460d38,77ef21d48cf57006a878d48a371a6c2b0ce80b771cc786e6f4e00c1c0ea63497,tau2-bench,common,high,banking-tools-and-retrieval,2026-09-05,https://sierra-tau-bench-public.s3.us-west-2.amazonaws.com/submissions/gpt-5-2_sierra_2026-02-26/submission.json,"{""notes"":""Full source submission precision. July-15 2026 grader v1.0.1 fixes regrade older runs; earlier grader results not equivalent. Retrieval protocols retained independently."",""pass_2"":23.88,""pass_3"":20.62,""pass_4"":18.56,""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""tau-gpt-5-2_sierra_2026-02-26.json"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""taubench""},""source_submission"":""gpt-5-2_sierra_2026-02-26"",""audit_candidate_id"":""agentic-762e8db4fa6d4b417c9e"",""source_methodology"":{""notes"":""Evaluated using AllTools retrieval (BM25 + dense OpenAI text-embedding-3-large + sandboxed shell). User simulator: gpt-5.2 with reasoning_effort: low. 4 trials. Seed: 300. Banking_knowledge domain only — other domains intentionally excluded from this comparison; the AllTools setting standardizes retrieval across models. banking_knowledge re-graded under tau2-bench v1.0.1 grading fixes on 2026-07-15 (extra-read logging #329, numeric-argument normalization #397, T077-T086 gold trajectories #402); scores prior to v1.0.1 are not comparable."",""verification"":{""details"":""Verified evaluation with full trajectory data available. Standard tau-bench scaffold."",""modified_prompts"":false,""omitted_questions"":false},""user_simulator"":""gpt-5.2"",""evaluation_date"":""2026-05-05"",""tau2_bench_version"":""1.0.1""},""source_evaluation_date"":""2026-05-05"",""source_submission_date"":""2026-02-26"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://sierra-tau-bench-public.s3.us-west-2.amazonaws.com/submissions/gpt-5-2_sierra_2026-02-26/submission.json""],""applied_fields"":[],""protocol_status"":""missing""}}",,2026-09-05T17:44:52.717Z
9b4061c1-d10d-490f-be32-1b0fc28dba81,grok-4.3,harvey-legal-agent-vals-all-pass,vals,0.417,percent,independent,0,,,1-held-out-vals-2026-09-04,vals-harvey-gpt-5.5-medium-sonnet-4.6-two-judge-mean,,vals:hlab:2026-09-04:grok/grok-4.3:overall,independent,vals,,false,true,,,,se,0,source,,,0.389144,168.727,"{""top_p"":0.95,""metric"":""all-criteria-pass-mean-two-judges"",""subset"":""held-out"",""harness"":null,""provider"":""SpaceXAI"",""reasoning"":null,""verbosity"":null,""temperature"":0.7,""compute_effort"":null,""network_policy"":""disabled"",""aci_fit_eligible"":false,""reasoning_effort"":""high"",""max_output_tokens"":null,""aci_exclusion_reason"":""Secondary correlated metric or unresolved source uncertainty unit""}",02eda3933b980c8d5e5a4c199923051a71454f3f7d9396edaccfb5bd90f4bad5,07623f220665d5b26f59b1b0333f0cdde7a10a4b863969a22b9fba0d37238c53,Harvey Legal Agent on Vals model-library/Valkyrie,common,high,legal-agent-six-file-shell-tools-no-network,2026-09-04,https://www.vals.ai/benchmarks/hlab,"{""tools"":[""ReadFile"",""EditFile"",""WriteFile"",""Glob"",""Bash"",""Grep""],""skills"":[""docx"",""pptx"",""xlsx""],""source_path"":""benchmarkView.tasks.overall[\""grok/grok-4.3\""]"",""grader_count"":2,""holdout_note"":""Page methodology identifies the reported results as held-out; generic native dataset_type=public describes available benchmark materials, not the evaluated split."",""source_model"":""grok/grok-4.3"",""grader_models"":[""GPT-5.5 (medium)"",""Claude Sonnet 4.6 (unmodified)""],""harness_notes"":""Vals reports upstream PR76 redline bug fix, no changed task instructions or rubric, and model-library/Valkyrie infrastructure changes; exact evaluated commits are not supplied."",""source_runner"":""Vals AI"",""source_capture"":""work/gemini-38-coverage/vals/captures/hlab.html"",""source_updated"":""2026-09-04"",""reported_stderr"":0,""reported_stderr_unit"":""percentage-points"",""source_configuration"":{""top_p"":0.95,""harness"":null,""provider"":""SpaceXAI"",""reasoning"":null,""verbosity"":null,""temperature"":0.7,""compute_effort"":null,""reasoning_effort"":""high"",""max_output_tokens"":null},""uncertainty_definition"":""Source publishes stderr but does not document its sampling unit or formula. Two grading models are not evidence of two independent model runs."",""source_dataset_type_raw"":""public"",""missing_condition_fields"":[""exact evaluated harness commit"",""exact judge model revisions"",""reported stderr sampling unit"",""model repeat count"",""confirmed evaluated task denominator""],""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://www.vals.ai/benchmarks/hlab""],""applied_fields"":[],""protocol_status"":""missing""},""secondary_criteria_pass_rate"":{""se"":0.574,""score"":64.843,""score_unit"":""percent""}}",,2026-09-06T08:53:19.839Z
745ea01c-1f6a-4b42-a418-c6ddef9999b3,kimi-k2.5,hle-no-tools,vendor-model-cards,30.1,percent,self_report,,,,,,,,,,,false,true,,,,,,,,,,,"{""mode"":""thinking"",""modality"":""text+image""}",0db37d70443e4bea0c76e4b756724124210db607906802289e4da5edc294df85,519a91ddace50773f667020a2827c2352b006aa97d1cf0f6098c6551ea7bfc76,,,,,2026-02-02,https://huggingface.co/moonshotai/Kimi-K2.5,"{""notes"":""Listed as \""HLE-Full\"" (text & image, no tools). A separate with-tools score of 50.2 was excluded."",""manual_file"":""manual/results/vendor-chinese-labs.yaml"",""sample_only"":false,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://huggingface.co/moonshotai/Kimi-K2.5""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-04T18:50:05.813Z
8189f129-fe3f-4a9d-a24b-b59d86348f06,gemini-3.5-flash-lite,frontiermath-v2-tiers-1-3,epoch,0.25964913,fraction,independent,0.026016751,,,v2-tiers-1-3,2.0.0,8o2J9uQLKDCTiCFwYdkJRK,epoch:8o2J9uQLKDCTiCFwYdkJRK,independent,epoch,epoch-frontiermath-v2,false,true,,,,se,0.02601675082238553,item,,,,,"{""dataset"":""private"",""statistic"":""mean_accuracy"",""task_version"":""2.0.0"",""reasoning_effort"":""high"",""epoch_model_version"":""gemini-3.5-flash-lite_high""}",2d0b508cf54aebd60744d9f2bda376e6a6d4682154f64af7f0adcc89e43460e6,63bdd47b5335096491f8f3ae14c8315fc42b0442b9c066d39967dffc93f4119f,Epoch FrontierMath Python and submit_answer harness,common,high,python-submit-answer,2026-08-02,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact configuration and benchmark revision"",""log_viewer"":""https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F8o2J9uQLKDCTiCFwYdkJRK.eval"",""started_at"":""2026-08-02T01:20:17.000Z"",""epoch_run_id"":""8o2J9uQLKDCTiCFwYdkJRK"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""source_model_name"":""Gemini 3.5 Flash-Lite"",""reported_standard_error"":0.02601675082238553,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing""}}",,2026-09-04T21:50:59.953Z
e6cb3d73-dab6-4079-b685-26d77796450e,grok-4.6,terminal-bench-science-0.1,terminal-bench-science,7.142857,percent,independent,,70,,0.1,,grok-4.6-grok-build,terminal-bench-science:0.1:grok-4.6-grok-build,independent,terminal-bench-science,,false,true,,3,,,,,3,,,,"{""agent"":""Grok Build"",""reasoning_effort_reported"":null}",85980a8a5068824c0365397d9e7a1bbc81fa3ba437b895d09f06f067369a9c23,24bd56d7e11760b08c9f26c53328099c10ecbbcd91637dfb65eb90fd9c9fa953,Grok Build,native,,terminal-shell,2026-09-05,https://www.terminal-bench-science.ai/announcement,"{""notes"":""Pass@1 averaged over three trials per 70 tasks. Source does not report reasoning effort or score uncertainty. Decimal value is direct chart data; no count reconstructed from rounding."",""source_row_id"":""grok-4.6-grok-build"",""coverage_audit"":""2026-09-05-agentic"",""source_capture"":""science.html"",""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""terminal-bench-science""},""audit_candidate_id"":""agentic-a7fa1be87372b68dfee5"",""reported_total_tokens"":3709385002,""reported_aggregate_cost_usd"":3344.187332,""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://www.terminal-bench-science.ai/announcement""],""applied_fields"":[],""protocol_status"":""missing"",""exclusion_reason"":""No source protocol or exact row rule resolves this observation's effort tier.""}}",,2026-09-05T17:44:52.717Z
bbbb23bc-bbb5-4077-a46d-7a1219bd2525,gpt-5.5,gpqa-diamond,epoch,0.90656567,fraction,independent,0.017532658,,,diamond-198,,2CdomqtBVz2it7a2Zx2G2t,epoch:2CdomqtBVz2it7a2Zx2G2t,independent,epoch,,false,true,,,,se,0.017532658377721708,item,,,,,"{""statistic"":""mean_accuracy"",""task_version"":""1.0.8"",""aci_fit_eligible"":false,""reasoning_effort"":""low"",""epoch_model_version"":""gpt-5.5_low"",""aci_exclusion_reason"":""Display-only native GPQA accuracy; benchmark remains watchlist and native task revisions/repeated sampling are not admitted as one fitted condition.""}",d4436252fe4133fe88a460c6183c9903f83ede32534eedae264e13a607f53bd7,f5e90489f5d2b4aca7ff646ae1fc074f91c7b7a300f2072514e742f88697488c,Epoch GPQA Diamond task 1.0.8,common,low,none,2026-05-05,https://epoch.ai/data/benchmarks.csv,"{""selection"":""latest completed run per exact model configuration and native task revision"",""log_viewer"":""https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F2CdomqtBVz2it7a2Zx2G2t.eval"",""started_at"":""2026-05-05T18:00:18.624Z"",""epoch_run_id"":""2CdomqtBVz2it7a2Zx2G2t"",""source_capture"":{""file"":""captures/epoch-benchmarks.csv"",""sha256"":""9b6b2c7b4b1fb743cacf3358c782b2b5359c04821dcbd12ed7c5d159c5cd1712"",""retrieved_at"":""2026-09-05T10:58:37.121Z""},""source_lineage"":{""copied"":false,""match_policy"":""unique compatible origin observation"",""origin_source_id"":""epoch""},""metric_identity"":""raw native mean accuracy, not ECI chance-normalized performance"",""source_model_name"":""GPT-5.5 (low)"",""reported_standard_error"":0.017532658377721708,""exact_native_task_version"":""1.0.8"",""native_model_release_date"":""2026-04-23"",""aci12_observation_annotation"":{""status"":""metadata_incomplete"",""version"":""aci-1.2.1"",""evidence_urls"":[""https://epoch.ai/data/benchmarks.csv""],""applied_fields"":[],""protocol_status"":""missing""},""evaluated_question_count_provided"":false}",,2026-09-05T17:44:52.717Z
